gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
BCOR	-0.10644260804123906	5.528324737209513	-0.5322802362193954	0.604163442177235	0.7195672913295168	-7.333324770404624
ZNF43	-0.5120988329647909	2.3522660104827224	-0.5329580917295286	0.6037082451870572	0.7191526314309215	-6.705295867228912
RPS27	-0.14865315289304348	9.17230841857208	-0.5330700550350455	0.6036330757487018	0.7191526314309215	-7.330114865927839
PPARGC1A	-0.4857397076371299	2.852963187052184	-0.5339566445162864	0.6030380087700525	0.7185579449413876	-6.810382315540972
ZNF559-ZNF177	-0.42924352915660824	-1.1412680126385033	-0.533999468295752	0.6030092735621552	0.7185579449413876	-6.191296956838733
KIF13A	-0.16675924632453842	6.589838223335935	-0.5343371786440931	0.6027826907095616	0.7183555756048785	-7.361508339009573
BMPER	-0.9365606805975715	-2.494755119988513	-0.5346906835515671	0.6025455570016748	0.718123895655024	-6.00432094858066
CAMSAP1	-0.2079281838504894	5.758562180542608	-0.5348955259253744	0.6024081689113123	0.7180110697746561	-7.345378871251584
TMEM38A	-0.45420544887493564	1.2320154667242202	-0.5353038913036403	0.6021343251407555	0.7177355746553672	-6.522833995209686
TMEM50B	-0.20067478484174472	4.912837086020539	-0.5353119240186675	0.6021289391558269	0.7177355746553672	-7.269117607372529
PGD	-0.07534245778671256	7.638021752368952	-0.5355002265034733	0.6020026881966579	0.7177313740881911	-7.35443273562499
FAM135A	-0.3353055890484735	3.523861301979036	-0.5362464364648589	0.601502510040234	0.7172876888212156	-6.973054444337853
NCKAP5	-0.8396752130793572	1.931632803245724	-0.5369268626094952	0.6010466106564312	0.7168457554146068	-6.627298183853088
SNX25P1	-0.8788069002398764	-4.147579626199643	-0.5376337152778905	0.6005731914437515	0.7164336452974045	-5.791448263216513
RSPH4A	-0.3990792364334055	-2.110864505497695	-0.5380391090098865	0.6003017621406284	0.7162623680461125	-6.053675776539745
SNX19P3	-0.750788601625771	-3.036446504431178	-0.538093689177578	0.6002652230480388	0.7162623680461125	-5.931799183482237
FRMD4B	-0.7005086061937833	4.890473672120053	-0.5384978983104673	0.5999946576072388	0.7160484421220522	-7.264165422268324
ERF	-0.12445106947284934	6.828348413590549	-0.5387357557680923	0.5998354720719327	0.7159093011726297	-7.357784727165275
ENO3	-0.16364195643323365	2.103948669224724	-0.5388253914147015	0.5997754892237848	0.7159093011726297	-6.655858015420109
LMO4	-0.09301313520607035	5.754202332760914	-0.538868596581802	0.5997465780593023	0.7159093011726297	-7.342915945717893
TRPA1	-0.6982501746689831	2.4919529184152167	-0.5390733026724823	0.5996096066299986	0.7158430642584449	-6.729719359742155
DAZ1	-1.5556289776881274	-2.363509640875056	-0.5398042528037211	0.5991206490930316	0.7153101335019239	-6.018922551291905
HIST1H3G	-0.8167994236353944	-2.5358910710305005	-0.5407351549461253	0.598498232054219	0.714820905779936	-5.9956184923309666
CCPG1	-0.24311289729265173	5.8331434802545	-0.5411524126339833	0.5982193538950702	0.7146909781713424	-7.345322949413382
RP11-989E6.13	-0.678852026275031	-3.1534477909474083	-0.5412449761845979	0.5981574971809	0.7146678790871819	-5.915032443542764
TIA1	-0.1365599912213451	5.890924761033898	-0.5412703910653969	0.5981405139520295	0.7146678790871819	-7.3473647353671625
CCDC103	-0.2727475141735795	0.22866600358319558	-0.5436385636774557	0.5965590918966346	0.71331592611744	-6.386818591968276
DYNC2LI1	-0.2831355555392756	3.4945770573096846	-0.5443842201702783	0.5960616010281283	0.7127717771952866	-6.960995380700447
EIF2AK3	-0.12425228483492301	4.864081425223667	-0.5457266712679594	0.5951664756732118	0.7120053353718891	-7.256278296397714
TOMM7	-0.36382234320591866	7.302790310628689	-0.5458162431887148	0.5951067751569892	0.7119845935409679	-7.350554756209298
FYN	-0.45650938104942806	6.722828579554519	-0.546595954422	0.5945872206825318	0.7115656093713552	-7.354023532204293
HSPA9P1	-0.717631873094057	0.2646888958643251	-0.5469821050257152	0.5943299988388442	0.7114548772386144	-6.389884440921193
PYY2	-0.7202167760372737	-3.5806072461749348	-0.54750519979595	0.593981647566215	0.7112460494902662	-5.857123774031837
ZC3HAV1L	-0.24776702537127981	2.5579706875108	-0.5475202876835277	0.5939716014572235	0.7112460494902662	-6.738500469423227
ZDHHC17	-0.10422485943194992	4.487595518704062	-0.5480646583059214	0.5936091967443642	0.7109013659457409	-7.193226673281337
ZNF667	-0.5927991746810514	0.9494511161368605	-0.548313995558822	0.5934432431907676	0.7108039187790216	-6.478461990776635
ICOS	-1.180128327133611	-1.9316230790436815	-0.5485229816396496	0.5933041649774211	0.7107386386867796	-6.072180847244902
PIGBOS1	-0.11630852773619571	2.8315665315461973	-0.5494109734909348	0.5927134028462769	0.7101828018562327	-6.7967420399568335
FGF22	-0.28902647337934373	-1.4981625585154377	-0.5494922922836818	0.5926593183866958	0.7101828018562327	-6.131663973713458
DAPK3	-0.12305864139323575	5.834538643832833	-0.5500441265282349	0.5922923654215331	0.7099131885434893	-7.340267772847237
CLEC3B	-0.7304090164931325	-3.4557632546113464	-0.5501686822643372	0.5922095559187963	0.7098827477588767	-5.871515634556036
AGTPBP1	-0.22861043480955168	4.531515949366045	-0.5507358391167245	0.5918325637520208	0.7095826722057507	-7.200022440496813
SLC22A18AS	-0.6654345100826486	1.47280258579146	-0.5512637360591557	0.5914817795856361	0.7092126895552391	-6.547782911683537
KIZ	-0.12111444417996209	3.7026562872750755	-0.553228537188766	0.5901771294304046	0.7080524672950824	-7.0089277973525625
FAXC	-0.3010974016073713	3.6515416361170776	-0.55326479386627	0.5901530686393792	0.7080524672950824	-6.9959127284039715
CINP	-0.1268049651415195	5.310686350308719	-0.5536072865840145	0.5899258074972588	0.7079326070682829	-7.30374560481254
C16ORF58	-0.13560412711803504	6.218455158640186	-0.5550304774310895	0.5889819362879003	0.7070728145136242	-7.347667212851042
RP11-480I12.5	-0.1971877242582566	0.9959660691081567	-0.5550621378452119	0.5889609477973354	0.7070728145136242	-6.4806014437520245
KDR	-1.1370917835160694	1.8087963693423195	-0.5553298953782987	0.5887834601190576	0.7069860408816889	-6.596775320746943
AP4S1	-0.2358691257442862	2.898079395891628	-0.555524737114865	0.5886543234403356	0.7069319910011947	-6.80839842154462
ST7	-0.2566905673604447	5.603853815280175	-0.5556522821793787	0.5885697974583926	0.7068809908448767	-7.324994013271549
NAAA	-0.742191568490405	2.726747598396842	-0.5556615417339065	0.5885636612622146	0.7068809908448767	-6.7698029854452955
PDXDC2P	-0.1347746930778344	2.567867164592578	-0.555855033643035	0.5884354441109727	0.7068206481684619	-6.735743857812501
KCTD15	-0.08025891588644374	6.245842517541014	-0.5561150407783311	0.5882631736590451	0.7067094730440054	-7.347354434745625
AK8	-0.6037265274422818	-2.830034310769733	-0.5562683420675324	0.5881616146044523	0.7067094730440054	-5.948576768630285
MPP1	-0.10732194937774597	4.772890543801147	-0.5565829221059033	0.5879532402158226	0.7065949308764627	-7.236891977944791
RSU1P1	-1.2355847645931717	-3.391905839557975	-0.5566792750116526	0.587889424804404	0.70656876163384	-5.876055332687097
FBLIM1	-1.0173128757431313	1.974004867679491	-0.556803821705254	0.5878069417428293	0.7065201508883453	-6.623099968260292
SPATA20	-0.19127270116734785	6.5830695468415135	-0.5572021140307595	0.5875432067416398	0.7062536601134846	-7.348386155355958
PLA2G12AP1	-0.3316646769477736	-2.259478201157561	-0.5576909052479094	0.5872196310205636	0.7059151948045642	-6.022859662018704
ROM1	-0.23338376198647048	1.22738573336011	-0.5580314066774364	0.5869942769114836	0.705694764810537	-6.5092885840234365
SEPP1	-0.29851356965415343	-0.9125468505716476	-0.5580777415622855	0.5869636145807874	0.705694764810537	-6.211349699698934
BLVRB	-0.33066993310862625	4.896670896046617	-0.5588251507107079	0.5864691286672223	0.7053156812529521	-7.253306276452099
MAGEE1	-0.21597019720464994	2.163194166195477	-0.5590134039033582	0.5863446146995163	0.7053156812529521	-6.654921019904557
RPL23AP21	-1.0804811114090525	-3.3362922771182073	-0.5600061787861517	0.5856882047716132	0.7047295001142971	-5.8813075987098475
MEX3A	-0.6120054901949712	4.119113745494039	-0.5601076293014094	0.5856211486754663	0.7047295001142971	-7.107458946523965
CHMP4A	-0.12299224061651337	4.750487329715325	-0.5606473284934391	0.5852644894441148	0.7044108727688261	-7.2311284289758495
PMS2P4	-0.3513641671639176	1.7587568653310737	-0.5615704415662299	0.5846547158023248	0.7037948530270473	-6.585209135922942
SLC39A9	-0.1887646778804779	6.279428737135562	-0.5618310900114032	0.5844826016315677	0.7037322935469417	-7.344377449053429
TWF1P1	-0.5612538339310857	-2.5269876053764007	-0.561853670604654	0.5844676922240697	0.7037322935469417	-5.985061312681879
GINM1	-0.22586890212848942	4.8139401210744115	-0.5619836930054353	0.5843818455304901	0.703711806106681	-7.2396244966743355
GKAP1	-0.49019452310749545	-0.6700796541466839	-0.5622018184506294	0.5842378440705336	0.703588810926731	-6.245102120348039
SUZ12P1	-0.10348855057972361	3.3420860032483173	-0.5624647825316897	0.5840642659310216	0.7034735826560675	-6.911876471588806
SORCS1	-1.3058278060874375	3.2922631003540315	-0.5624906146575634	0.5840472160427747	0.7034735826560675	-6.899383292284813
NFIA	-0.4908455266335858	3.739593640409996	-0.5629063832408182	0.5837728337125099	0.7032807695653468	-7.012603858479339
GRAMD1B	-0.5358051971454565	1.2706331015192125	-0.5632404151718043	0.5835524417418001	0.7030656550791708	-6.512149744288544
RP11-169K16.8	-0.21467028449693126	-0.3854844407366297	-0.5634696996673996	0.5834011867232625	0.7029338121197127	-6.287055303385651
USP31	-0.11448797409347389	4.374651022247476	-0.5636027111290487	0.5833134508084453	0.7028827581513352	-7.162147631079961
TMEM91	-0.25483531401098575	-0.6209516521189162	-0.5637814220983075	0.5831955818877133	0.7028372396950234	-6.2515611967614815
AP000275.65	-1.1551892303715638	-2.0353888001223086	-0.56386701171401	0.5831391356446469	0.7028196093782416	-6.049448275642457
SPATA22	-1.2363646246320332	-3.540404671162311	-0.5639513676340839	0.5830835058340814	0.7028029605961996	-5.853152765765683
PDPK2P	-0.3315152229637133	1.6876794453305237	-0.5640515395784844	0.5830174495285546	0.7028029605961996	-6.572632758950011
REEP4	-0.08300512717652886	5.527710774836854	-0.564085566040195	0.5829950123817815	0.7028029605961996	-7.314923852508732
EIF3A	-0.11442562407862056	8.73045829606976	-0.5649591528556482	0.5824191223186161	0.7023316477909816	-7.320424020606143
PLXDC1	-0.3046698691746328	-0.6234014662547422	-0.5649769042833476	0.5824074232439611	0.7023316477909816	-6.250501224405496
EGR3	-1.0984958857463285	1.7005412696774513	-0.5649974967458438	0.5823938519409821	0.7023316477909816	-6.574062459314118
TSPAN6	-0.08034844577467926	5.0889091167918705	-0.5654166255762184	0.5821176645278285	0.7021927501413345	-7.273693426481393
C8ORF44-SGK3	-1.0591047519539023	-1.565559516627349	-0.5656403811494586	0.5819702477335423	0.7021157098311426	-6.113029255924005
UGT2B7	-1.1975316849313238	1.140548642931973	-0.5660432358054462	0.5817048847724597	0.7018459438887819	-6.492949956929733
CBLN3	-0.2883530564524677	0.17949527303746254	-0.5667888853730336	0.581213888976478	0.7014045976899308	-6.366730651791363
HOMER3	-0.20835447129159856	5.039845501599922	-0.5669793529606456	0.5810885048345439	0.7013036407262803	-7.266787600814389
QARS	-0.07988123855506224	7.561632339572298	-0.5678022406888137	0.5805469648844994	0.7008010370476033	-7.336190341046651
LGALS3BP	-0.1815077455951588	9.261877702308999	-0.5678189071448532	0.5805359994949932	0.7008010370476033	-7.308268991685985
TMOD3	-0.18120694630102285	6.074126276862567	-0.5682460240956624	0.5802550230614325	0.7005492545502117	-7.337085824204532
CACUL1	-0.17860526187993297	5.669578204139532	-0.5683983939703391	0.5801548048127263	0.7005136195618765	-7.321485004089225
DCN	-0.8428037050721202	-0.6886957742609495	-0.569373209151323	0.5795138561865099	0.6999271801054129	-6.2381479715450405
WASH3P	-0.10932149458317308	4.308296889638148	-0.569668867363728	0.5793195326872301	0.6997716965555755	-7.144270659036058
RBKS	-0.35645823030364154	0.26508158734444676	-0.5704942752644393	0.5787772100352218	0.6993176541381719	-6.376360458401092
R3HDM4	-0.12069349032583787	5.261485358364223	-0.570557928033103	0.578735399054694	0.6993174097283946	-7.2890177249075805
TUBBP1	-0.24030496056082462	0.6163318580620254	-0.5717346133320549	0.5779627695618594	0.6984842358543303	-6.422024558109347
MYLIP	-0.5812376999896562	3.9500421406470405	-0.5717929185790298	0.5779244996854966	0.6984842358543303	-7.05996978758487
RDH10	-0.15983448616801033	3.185988679904172	-0.5719719650734069	0.5778069871560466	0.6983964065538781	-6.86742362676202
SAMHD1	-0.3336859208353822	4.50074307347644	-0.5721013563585645	0.577722072432876	0.698394222209548	-7.1815797057187
DNLZ	-0.25664707164393574	3.3192992503333003	-0.5722918117539174	0.577597095642736	0.6983347467431329	-6.9003197588860985
NUDT14	-0.16954304567937672	3.3350875601231498	-0.5723392949263857	0.5775659394309278	0.6983347467431329	-6.904251096011201
ARL6IP1	-0.1885300302359889	7.427641425242543	-0.5728346226829529	0.5772409820098414	0.6982745068044978	-7.33397357292386
ZNF580	-0.12769746569274076	4.999964892924644	-0.5732662875597014	0.576957869556758	0.6980226687043213	-7.258116544045285
RP4-800G7.2	-0.35544260578549336	1.4295718816379037	-0.5739247126125988	0.576526175999631	0.6977515258893784	-6.5282557604289435
DEDD	-0.15910847297695696	5.183165235166599	-0.5745136515609431	0.5761401863448868	0.6973848118039981	-7.278507254815271
PSAT1	-0.11399797214313612	7.6421363402316205	-0.5748112249368678	0.5759452095514028	0.697205369525673	-7.331431211270745
DBNDD2	-0.861917546282922	2.8365598220078803	-0.5748491672791344	0.5759203513981228	0.697205369525673	-6.782928162456216
IPO8P1	-0.4752645323722158	-2.066578190655159	-0.5750292091242564	0.5758024036911511	0.6971767883320493	-6.038809163324934
EIF4A1P4	-0.37870736965651974	-1.64494327844278	-0.5752274714178931	0.5756725344229809	0.6970697612425821	-6.0963951926014275
RP11-80H5.5	-0.2736942473793574	0.12061530978702253	-0.5752423809277462	0.5756627687635067	0.6970697612425821	-6.353614932209966
MFSD2A	-1.5553694299637337	0.8744643282440089	-0.5754671979259944	0.5755155253774857	0.6969800716976079	-6.452993116571989
NPM1P29	-0.26549482198943863	-1.296506011097013	-0.5760028727461484	0.5751647672637343	0.6966441873353639	-6.1450885508074125
TOX	-0.6228957553368193	-2.23859380811676	-0.5760943968273092	0.5751048489991426	0.6966430707830487	-6.015115358208506
PGLS	-0.21954115347298497	5.328803164650411	-0.5764780392975705	0.5748537251938413	0.6964797116012753	-7.291715309365254
MBD3	-0.07869756582644172	6.902905056868525	-0.5770024372944506	0.5745105606179121	0.6962647095691699	-7.334783776371861
WDR24	-0.09275852216308511	4.267373033126087	-0.5774172070903162	0.5742392138998187	0.6960362374162882	-7.130746877293875
SMG1	-0.10225984737984017	7.386174706567878	-0.5779697014412034	0.5738778726812928	0.6956484245333204	-7.331102046840824
SCIN	-1.3587551030501466	3.0024517054544058	-0.5781370932371703	0.5737684194305067	0.6955890326094716	-6.8193764467398985
PLAG1	-0.5092116726149447	2.4390163397577314	-0.5784850087541948	0.5735409619970941	0.6954406571160207	-6.695944399595246
COG3	-0.1692630921713656	4.786430310828975	-0.5786230056234926	0.5734507568595189	0.6953814480907601	-7.225704928647483
WDR45	-0.13056429748832343	5.330662999488262	-0.5786854916903387	0.573409913759986	0.6953814480907601	-7.290535620290336
ARHGAP10	-0.24215660561329022	3.9563705893898353	-0.5789971558296667	0.5732062223085534	0.6952354029255869	-7.057184227372891
ZRSR1	-0.28228997310444703	-0.19304480556334513	-0.5792823733759422	0.5730198492404512	0.6950802077604633	-6.306266233502971
RPL36A	-0.161333049256573	8.472973126551183	-0.5795708978263191	0.5728313483036536	0.6949311730142562	-7.316709751865539
PIGT	-0.09561038184010862	7.316827922700969	-0.5796191243614294	0.5727998438238087	0.6949311730142562	-7.330473646416638
RP11-145E5.5	-0.882423202343837	-4.257849968588893	-0.5800922066326607	0.5724908471556089	0.6947186764003119	-5.75461946737563
SPESP1	-1.3378117362066637	0.4436015188941213	-0.5805629837768471	0.5721834447509823	0.6944960753903198	-6.3942643616923815
REXO2	-0.07805832693581749	6.348385672987088	-0.5808344282254553	0.5720062404293956	0.6943311341107072	-7.333716844812875
RPS9P1	-0.21381273908170606	-0.7501902894097703	-0.5809706327573388	0.5719173344944855	0.6942733579522439	-6.222117054135164
LYRM4	-0.11245526221495528	4.814896927451041	-0.5812048381060348	0.5717644769830439	0.6941379344592616	-7.228223306806154
MYH10	-0.41883607800064304	8.648084547256374	-0.5832028502639565	0.5704613368118994	0.6929062432461944	-7.3110644358576335
CALCOCO2	-0.22765401228027304	6.142964596020851	-0.5837239979699985	0.5701216973553371	0.6925938104409939	-7.329194885625874
UBXN2A	-0.12739795993994463	5.748482009255085	-0.5841557322955564	0.5698404122649712	0.692302140301964	-7.315887853973324
RP11-412B14.2	-0.9277555928116485	-3.764184462737267	-0.5841873865145564	0.569819791733339	0.692302140301964	-5.8134724576060135
MITD1	-0.15187003304533908	3.663404702606532	-0.5846465440050389	0.5695207275812404	0.6920176985575525	-6.980225880751613
THNSL1	-0.16927567585414005	3.291888269088853	-0.5851270893176905	0.5692078233600173	0.6918448423244037	-6.88570055056745
TPCN1	-0.6952235415752961	5.137947086513604	-0.5856743435938839	0.5688515947908259	0.6915507235912774	-7.266960251326145
CTD-2124B8.2	-0.5154681039515969	-2.653407083923592	-0.5862923881723255	0.5684494306370118	0.6912118058686338	-5.954395323958163
HTATIP2	-0.15753182498896123	5.804197160577064	-0.5866485592809654	0.5682177382868403	0.690980068546916	-7.317062655307226
WRNIP1	-0.10080281437640437	6.02141066912162	-0.5867885529369784	0.5681266851663952	0.6909193341238498	-7.324639368238552
RP11-497H16.5	-0.6678367309936868	-2.1063874110815326	-0.5869096865799865	0.5680479051199798	0.6908735177184674	-6.026473064297568
NKAP	-0.31165151307247374	4.528611194954282	-0.5872688054897558	0.5678143844694927	0.6906394818192766	-7.177644547610353
ERCC6L2	-0.09362600743846006	4.646324031610555	-0.5875243551004495	0.5676482423537546	0.690487371299092	-7.197979604426544
PCDHGA6	-0.3363333090147351	1.5087371083701224	-0.5879682816315548	0.5673596919580822	0.6902362897386528	-6.531324141102812
ZYG11B	-0.13096271837558504	5.5970790643598525	-0.588958082211922	0.5667166111395604	0.6896536154820498	-7.304517185674504
RPS6KC1	-0.13621229048161787	5.3283438026765495	-0.5891114726453534	0.5666169875198077	0.6895823105898196	-7.283947987324203
ZNF230	-0.17586971936085494	2.1956141819430606	-0.5892937693940177	0.5664986022219347	0.6895380944049867	-6.642674281829014
PPM1L	-0.660934246002475	3.251727233452618	-0.5896396168268632	0.5662740422870334	0.6893146830389056	-6.872945834705712
PCED1A	-0.2727550134636312	5.3373766062538355	-0.5914532106803988	0.5650972587796674	0.6880815495406701	-7.283266991221726
SPDYE3	-0.138443459973427	2.6459405390463018	-0.591501367563584	0.5650660293874494	0.6880815495406701	-6.730915480964679
RP11-834C11.7	-0.9366345442424655	-2.299007994579475	-0.5922056091672416	0.5646094407251476	0.6876738580480128	-5.997581046981717
HERC2P2	-0.28543277855244487	6.180623117613359	-0.5924016377920472	0.564482382974318	0.6876317612995116	-7.324579575172158
MED22	-0.20206266427523545	5.4340222322574325	-0.5926323028534081	0.5643328951788409	0.6875358383988345	-7.290668622779529
SH3BP5L	-0.4135465780714185	5.65790383533838	-0.592788462840019	0.5642317043128513	0.6874758775109534	-7.305970443004463
SLC25A29	-0.11565943504591658	5.031632184387119	-0.593336277460442	0.5638768011944164	0.6871304817834608	-7.249729140283531
YTHDF3	-0.10569669686964733	6.626471340907448	-0.5935702407756781	0.5637252644281581	0.6870359634249479	-7.326246343183138
UTRN	-0.27080088573645256	6.419227903828921	-0.5936959967689034	0.5636438221023574	0.6870086096217508	-7.3261511018493515
SNAP25	-0.749354908979716	0.11926335028298529	-0.5940241886999563	0.5634313079755082	0.6868990275021302	-6.342116752518062
WWP1	-0.09583424665857088	5.536152289167042	-0.5941687216838352	0.5633377323506255	0.6868347673280351	-7.297201298371692
FMNL1	-0.6507068926726907	1.760479091530463	-0.5941761768235468	0.5633329058659994	0.6868347673280351	-6.5659040341896535
ATF4	-0.11988052874269783	8.457552430697907	-0.5945191153807566	0.5631109105082897	0.6867076674584839	-7.307793538891726
RPSAP47	-0.3929792024611878	-2.4480344932764844	-0.5955572101607642	0.5624392079826452	0.6859880818987169	-5.975861313823233
SIN3B	-0.07257407367211943	5.9918915513457005	-0.5955628434542535	0.5624355641329593	0.6859880818987169	-7.318361253217802
WDR93	-0.4600027051824571	-2.1126371765051504	-0.5958059132333147	0.5622783486882099	0.6858914360867139	-6.020325435795963
CXCL2	-1.1712553050326648	-2.864355911751412	-0.5960107060222614	0.5621459090574128	0.6857942584087956	-5.921204778026874
SHB	-0.1945441133131598	4.026019535066516	-0.5969248637898075	0.5615549299962102	0.6853330862632491	-7.063246906781562
CATSPERG	-0.1825893024831592	-0.727157496370855	-0.5974697409802793	0.5612028424090869	0.6850767121128358	-6.215609386090561
EDNRA	-1.1067912488777307	-2.529867035965771	-0.5977463877681723	0.5610241254977891	0.684958047162672	-5.963774792959708
PKN1	-0.29914269449764586	6.566491437798812	-0.5978188366732601	0.5609773278310574	0.6849506682787201	-7.323802645080436
CEP350	-0.46333082118185676	5.8250891829343105	-0.5984645343231987	0.5605603398661219	0.6847553012198356	-7.31065408499422
EIF2AK1	-0.08590634690751475	7.314525597338591	-0.598664560639767	0.5604311983408445	0.6846817729530111	-7.318712988462874
IKBKE	-0.24506437653304758	3.330518129919404	-0.5989060832732771	0.5602752875217862	0.6845410553488414	-6.886842578406091
HOXA7	-1.3000125045559805	0.5500145472229223	-0.600018508628793	0.559557486487666	0.6837634633850663	-6.396275441125454
APEX1	-0.0878234086060754	7.331865889872692	-0.6000790621948735	0.5595184282783234	0.6837634633850663	-7.317732180435636
TUBGCP4	-0.19025444441758932	5.355324527455975	-0.6002251047954601	0.5594242341441058	0.6837634633850663	-7.279312825362329
ZSCAN22	-0.0965383853066597	3.294975007198032	-0.600441265969807	0.5592848310673402	0.6836788243325905	-6.876989993525876
TP53	-0.22181553542031285	5.794217797130847	-0.601142290782484	0.5588328686642969	0.6834245815062824	-7.307556100331975
RBBP4	-0.1414943669590949	7.482399227100405	-0.6011579014882182	0.5588228064595684	0.6834245815062824	-7.31620910188639
CREB1	-0.13852756651216414	5.324595424795654	-0.601692006391114	0.558478597854613	0.6830918068872429	-7.275773486699749
INO80B-WBP1	-0.937512204992286	0.9213771429136197	-0.6028888957338154	0.5577076742409895	0.6823961037396848	-6.442313241601474
LAMA1	-1.6587610923140952	5.066633273353787	-0.6034152585733442	0.557368825771938	0.6820311506915882	-7.2476912341428115
SNX16	-0.15120205163012868	2.834725112585097	-0.6034217603850014	0.5573646409081399	0.6820311506915882	-6.764957251578199
LTBP4	-0.4340802068860672	5.422928458112834	-0.6038461974336993	0.557091491117611	0.68183353586061	-7.2827171418879395
AC007919.18	-0.41181684922703665	-1.5602923502116905	-0.6038606920932454	0.5570821642646546	0.68183353586061	-6.0910703756463365
CHST7	-0.8132478552315714	1.2816187617862556	-0.6041611029914115	0.5568888787123261	0.6816920163523718	-6.488900902911498
ITGB1	-0.22165800412534686	9.232295317500883	-0.6045165012167206	0.5566602617004374	0.6814617975380036	-7.286255266696597
BSPRY	-0.852734299000323	-3.637555203259984	-0.6046135684322715	0.5565978302461072	0.6814350038568127	-5.817406033790308
ZBTB1	-0.07486951354565896	5.4064874567576116	-0.6049074865425784	0.556408812196215	0.6812532167685427	-7.280672053860254
CD1D	-0.8253542869485391	-3.1272179965519027	-0.6054885699383347	0.5560352227465277	0.6808454020618455	-5.881684206765187
PRKAR1A	-0.2779970336336923	8.41770809523426	-0.6062804060864546	0.5555263587029595	0.6802718769195367	-7.301146882551448
TXNL4A	-0.17048574614184808	6.270611498664451	-0.6063229738671605	0.5554990102937704	0.6802718769195367	-7.316998414386395
C14ORF79	-0.2432329670247091	3.1855675904047884	-0.6067354080278956	0.5552340732193781	0.6800626052031838	-6.845925390924892
IGSF8	-0.4830187839726916	6.550105240077246	-0.6074587028249921	0.5547696154707651	0.6795927789516872	-7.31774340576835
CPT1B	-0.46496980781819897	2.315687174462364	-0.6078870731579118	0.5544946420718633	0.6793054485969682	-6.653686442640567
RPL36AP15	-1.480399572728384	-0.3398856419707492	-0.6080885573075491	0.5543653342342638	0.6792460576274165	-6.26703542482129
FNIP1	-0.12634744630000583	5.400273241964868	-0.6082615467405412	0.5542543269205417	0.6791595561791735	-7.278020812361993
PDSS2	-0.2215547300441325	3.9232006614328974	-0.6087322068898888	0.5539523664270625	0.6788390391935574	-7.030536387972295
PPIAP29	-0.5673276987079042	-0.7658562855253948	-0.6091658578377321	0.5536742302800761	0.6785476730579875	-6.202629610081298
ZFC3H1	-0.145948808564361	5.487245187911461	-0.609607583935557	0.5533909942083843	0.6782500138306947	-7.284120774601818
UPRT	-0.12524892068364668	3.5819244761506153	-0.6108477342788049	0.5525962343821291	0.6773747291415976	-6.943034008896516
TRIM45	-0.26817234042906923	2.577363050657207	-0.6115745381376533	0.5521307502855886	0.6770016429597934	-6.703822128321548
COX6C	-0.10391365804378605	6.246392881910043	-0.6117109942916291	0.5520433806770162	0.6769439004113973	-7.313283701492087
ZFYVE16	-0.35739032702286	6.666196110422472	-0.6123646528756225	0.551624964957989	0.6764801741006143	-7.314228033002899
SPEF2	-0.3282925739823088	1.494870457932836	-0.6131231435997334	0.5511396651645248	0.6760045925436641	-6.5136452203979545
DUSP2	-1.5608462330093014	-1.9094475928960153	-0.614514087347429	0.5502503231015153	0.67499140065449	-6.036372611602332
RAB5A	-0.1581749350131938	6.055473575861498	-0.615027580851898	0.549922207009097	0.6747232866212469	-7.307644304402878
RNF135	-0.16130993947099181	4.2828349376378165	-0.615133877623528	0.5498542982536514	0.674702576531293	-7.110553811236424
ZNF165	-0.2642505467928485	-0.3895362831012135	-0.6155532129058403	0.5495864471844901	0.6744231467457451	-6.2549495179242784
CSPG4	-0.9752750539864596	7.266658592808432	-0.6159948564371712	0.5493044251483366	0.6741755128865264	-7.307948068536056
TRIM26	-0.08842586629639371	5.629556442301825	-0.6161318049677479	0.5492169897449057	0.6741174283679713	-7.289499646180876
BCL7A	-0.2468625253517951	4.4654889591619344	-0.6162499569155312	0.549141561326518	0.6740740740004958	-7.1473929594149705
VPS16	-0.2783091818026131	5.635751040776417	-0.6165756832018832	0.5489336469267192	0.674015765918861	-7.289591425415533
SHANK3	-0.592382937992799	1.6749398021381852	-0.617208608980465	0.5485297692923712	0.6737167372476529	-6.538106324880763
NDRG3	-0.16013155591405592	6.034580532259505	-0.617329686065922	0.5484525273943262	0.6737167372476529	-7.305694057416742
NFYA	-0.16001323594179606	5.567910391800817	-0.6178479885059495	0.548121941545934	0.6734619103415829	-7.284308182130968
STK39	-0.2295216417039354	5.15572049910519	-0.6183860295581523	0.5477788834462398	0.6731388238708015	-7.248204571952666
FAM111A	-0.20075521382455008	5.587521236075945	-0.6186492783803939	0.5476110780987549	0.672981821410191	-7.285099940091295
NDUFC2-KCTD14	-0.9866515429498256	0.96463663576092	-0.6191058399763185	0.5473201154434981	0.6726734318288025	-6.43767078120661
NDUFB10	-0.13844061970901222	6.112448775441676	-0.6191894084679017	0.547266867326955	0.6726571770633415	-7.306194599379719
SRGAP2D	-0.3092941134082223	2.9755427496340414	-0.61957593190812	0.5470206201909199	0.6724528645076647	-6.7871159226914495
UTS2B	-0.20790829478078823	-0.28763131860150837	-0.6196408252973363	0.5469792838444305	0.6724512342603572	-6.2675738346977035
ARRDC1	-0.20641264683362737	3.840984577324599	-0.6199296855966699	0.5467953043006274	0.6723234091287326	-7.003008962924263
